item_id,titulo,estado,precio,vendidos,preguntas,preguntas_por_venta,ejemplos
MLA1502511540,Sellador Silicona Suprabond Neutra Construcción 280ml,active,19175.0,545,3,0.005504587155963303,"Hola.En la pared hay cerámica brillante, y la placa se pondría arriba  | Sirve para pegar las placas UV de 122 cm x 244 cm y 2,5 mm de espesor  | Tengo q adherir vidrios a una ventana. Es éste? Y quiero agregar jerin"
MLA1716896636,Zócalo Burlete Crafters Doble Bajo Puerta 95cm De Largo X Hasta 4,paused,6516.0,2916,3,0.00102880658436214,"Hola quiero comprar dos unidades pero me cobra dos envíos | Buen día, mi puerta mide 80 cm y la diferencia entre la puerta y el pi | Aisla el sonido? Aisla olores?"
MLA1446914792,Pistola Encoladora Suprabond Silicona Hx200 Rosa + 2 Barras Trans,active,27687.0,844,3,0.0035545023696682463,"Buenas noches, tienen las barras de silicona para esta pistola que com | Viene con barra de silicona incluida? | Buenas, es para las barritas de 7mm?"
MLA1578025294,Grifería Para Lavatorio Crafters Monocomando Bajo Napoli  Cromo C,paused,31305.0,27,3,0.1111111111111111,Trae los flexibles de agua fría y caliente? | Hola trae los s 2 flexibles? | Hola! Tienen ls medidas?
MLA2085197772,Grifería De Ducha Danska Noma Lever Cromada Plateada Para Pared P,paused,115619.0,16,3,0.1875,Hola! El kit viene la ducha con las respectivas griterías de la ducha? | hla biene completa es a pared tenes en color negro | Hola buen día mi nombre es osvaldo.te quería hacerte una pregunta la d
MLA1514184179,Panel Led Redondo Embutir 12w Plafon Marco Plata Plateado,paused,10366.0,2,2,1.0,"La última pregunta, son planos ,no? Osea no son los que sobresalen 3 c | Hola Cuál es la medida real? En un lado dice 200mm en otro 165mm? Vien"
MLA1364233095,Candado Bulit Bronce Macizo Standard 40mm Dorado,active,10538.0,696,2,0.0028735632183908046,Es antioxido??? | hola es de acero inoxidable? gracias
MLA824162798,Venda Líquida Suprabond Impermeabilizante Blanca 4kg,active,148374.0,244,2,0.00819672131147541,"como hago para pagar en cuotas con mi tarjeta de débito? | Me arreglar las paredes de mi dpto, no se que colocar, tienen humedad "
MLA1515625201,Vanitory De Pie Traful - Ferrum Lavatorio Acrílico + Mueble Marró,active,207322.38,0,2,2.0,Tenes alguna otro similar o con cajon/es con bacha para monocomando? G | Buenas tardes Tenes con 1 agujero? Gracias
MLA1495349495,Espuma De Poliuretano Suprabond Economy 750ml,active,24479.0,46,2,0.043478260869565216,"La localidad es victoria, entre rios. CP 3153 | Hola, estoy por comprar un burlete y quiero comprar esta también pero "
MLA866641571,Cadena Bulit Máxima Seguridad De Acero Cementado 3/8 50cm,active,27721.0,207,2,0.00966183574879227,"Necesito esta cadena con un candado para exterior - cual es el mas seg | Sirve para usar con un candado que tiene un aro de 4,5cm?"
MLA1391125949,Adhesivo Zapatillas Suprabond 10g (zap 10 B) Color Transparente,active,6991.0,202,2,0.009900990099009901,Fecha de vencimiento? Necesito varios. | Fecha de vencimiento?
MLA2067970404,Tapa Inodoro Ferrum Atuel Confort Uf Soft Close Tfxue Color Blanc,active,150857.0,2,2,1.0,Noo no dice el modelo | Hola necesito una tapa de 38x38 de inodoro ferrum
MLA1425157009,,?,,0,2,2.0,Y venden la tapa de este inodoro? | Buenas tardes me interesa el inodoro roca capea pero sin mochila y vie
MLA2760013576,Roca Capea Italiana Bide Baño Sanitario Bidet 1 Agujero Blanco,paused,141110.0,2,2,1.0,Buenos días. Tendrás también el inodoro largo con mochila? Así los com | Hola quisiera comprar también la grifería y la tabla para este bidet g
MLA1459702346,Candado De Aleación Aluminio 4 Comb N° 40 Rojo Crafters Rojo,active,27773.0,291,2,0.006872852233676976,"Buenas! Necesito uno de estos para exterior, costa atlantica, ambiente | Tenes de 5 cm?"
MLA812433311,Traba Articulada De Combinación Máxima Seguridad Bulit Naranja,active,70488.0,13,2,0.15384615384615385,"Se puede cambiar la contraseña? | Viene en 1,2 o 1,5 mts? Gracias"
MLA2863457026,Serrucho Costilla Profesional Bulit 30cm Sk5 Mango Grip Negro,active,23009.0,0,2,2.0,"Hola, la costilla es desmontable?? Gracias | Hola, es templado o afilable?"
MLA830008803,Sellador Acrílico Suprabond Maderas - Nogal 12 Unidades,active,188796.0,5,2,0.4,Puede ser 6 | Hola. Necesito sellar el aglomerado para que no entre humedad. Que pro
MLA1404602816,Candado De Aleación Aluminio 4 Comb N° 40 Rojo Bulit,active,20824.0,496,2,0.004032258064516129,Locker | Sirve para un locker..??
MLA1548403938,Tijera Para Cercos Bulit Serie 800,active,85463.0,23,2,0.08695652173913043,tienen el tornillo que unen las hojas ? | compré una tijera de podar cerco bulit y ya se me rompió la arandela c
MLA1631636154,Abrojo Autoadhesivo Suprabond Tipo Velcro® - 2 Metros,active,21332.0,175,2,0.011428571428571429,Buenas noches. Disculpe la consulta. Trae 2 mts de ambas partes tanto  | sirve para pegar el porta control remoto en la pared?
MLA841945693,Sellador Multiuso Perbond En Cartucho De 400ml Gris,active,27364.0,2143,2,0.0009332711152589828,Hola! Es apto telgopor? | Hola una vez que seca se puede lijar?
MLA1474240052,Zócalo Burlete Suprabond Doble Extra Ancho 120cm - Marrón,active,35992.0,249,2,0.008032128514056224,"Hola, Quería consultar si tenían burlete doble color marrón (o gris) p | Hola, si lo coloco como dice la imagen con tensión, la puerta no corre"
MLA1678557517,Lampara Colgante Crafters Led Jaula Negro E27 Decoración Negro,active,7000.0,0,2,2.0,"Buen día,,yo le quería poner las lamparas común de Led,, la pregunta e | Buenas noches,, una consulta venden por menor,, por qué necesito 5 lam"
MLA1699083177,Luz Auxiliar Bulit Multifuncion Outdoor Serie 800 Blanca Negro/ro,active,44464.0,1,2,2.0,qué autonomioa tiene la batería? | qué autonomioa tiene la batería?
MLA1463251115,Pistola Encoladora Silicona Suprabond + 25 Barras Finas Suprabond,active,28767.0,1490,2,0.0013422818791946308,Buenas tardes consulta sirve para pegar las piezas para el martillo | Hola asepta barras de 7.4mm o de 7.4 cm como dice en la publicación gr
MLA2270431614,Riel Regleta Circular Hasta 2 Lamparas Colgantes Iluminacion Colo,active,4500.0,0,2,2.0,"Hola tengo que poner un golgante, y necesito cubrir el durlok del tech | Buneas tardes. ¿Qué distancia existe entre los dos agujeros para las l"
MLA1848591708,Portalampara Receptaculo Blanco Negro Recto Alta Calidad E27,active,3872.0,52,2,0.038461538461538464,"Hola. De qué material es ? | Buenas tardes les consulto, igual a este modelo en blanco tienen. Grac"
MLA903945655,Burlete Autoadhesivo Suprabond De Goma Perfil E Color Marrón Marr,active,10703.0,727,2,0.002751031636863824,Hola necesito burlete decorativo para enmarcar las puertas puede ser | Tenes de 3mm?
MLA1445865167,Sellador Silicona Suprabond Acética S-500 Transparente 280ml,paused,8303.0,137,2,0.014598540145985401,Hola. Es Transparente o blanca? | Hola. Es Transparente o blanca?
MLA1641447084,Pintura Especial Suprabond Antihongos Por 4 L Color Blanco Satina,active,120830.0,63,2,0.031746031746031744,"Se puede colorear con entonadores y cuantos cm3 por litro doporta ?? | Hola, tenes de 20 litros?"
MLA1491201282,Sellador Suprabond De Silicona Transparente 25ml,active,4026.0,34,2,0.058823529411764705,"hola necesito sellar el fuelle detrás del inodoro, esto sirve? | Hola sirve para pegar acrílico de óptica de auto"
MLA1375252595,Burlete De Vinilo Autoadhesivo Suprabond 5 Metros Marrón,active,9408.0,445,2,0.0044943820224719105,"Hola. El espesor de 4mm se refiere a la altura? Tienen burlete de 5 mm | Compré este , pero no me deja cerra la Puerta ! Viene uno más fino ?"
MLA1801435409,Cutter Profesional Automático Bulit Serie 800,active,29402.0,1,2,2.0,Hola tenes el repuesto? de las hojas | Consulta venden la parte del medio ? X que se me rompió y no lo puedo 
MLA3326620738,Taladro Percutor Stanley Sdh600 600w Mandril 13mm - Outlet Amaril,closed,40000.0,1,2,2.0,Cuánto tiempo de uso tiene | dnd se retira?
MLA795299180,Pistola Suprabond Portacartuchos Serie 700 Para Selladores,active,37282.0,289,2,0.006920415224913495,Hola el sistena de manija de liberacion es de plastico? | Quisiera saber si me sirve para cartuchos de 28 ML
MLA1727660833,Apple AirPods Max - Plateados - Caja Cerrada Plateado,closed,693016.8,1,2,2.0,"Buenas si te lo compro ahora lo puedo retirar a la noche o dentro de u | Buenas noches, es la versión 1 o 2?"
MLA1579424243,Venecita Fluvial Revestimiento Mosaico Interior Exterior 3m2 Aren,active,94797.0,1,2,2.0,"Que pegamento se necesita por caja y para hacer la junta? | Se pueden poner en un baño? Son antideslizable, la quiero tb poner en "
MLA857065752,Nuevo Adhesivo Suprabond Erpox Blanco Bachas Y Sanitarios,active,21075.0,372,2,0.005376344086021506,Me asé falta cuando lo mezclas q color queda | Hola sabrías decirme si con uno de estos me alcanzaría para pegar una 
MLA818016407,Barras Suprabond Sacabollos Máxima Adherencia Pistola 1kg,active,58254.0,576,2,0.003472222222222222,Hola son transparentes ? Y es por 1 kilo o medio kilo ?? | Las barras sirven para los chupetes Sacabollos y con que se colocan?
MLA855880747,Pintura Especial Antihongo Suprabond Por 1 Litro S/c Blanco,active,28603.0,308,2,0.006493506493506494,"Y si hay partes que salto la pintura debo limpiar raspar y pasar el pr | Hola tengo el techo del baño lleno negro de hongo o humedad, tengo que"
MLA1568931989,Venecita Fluvial Revestimiento Mosaico Interior Exterior 3m2 Cele,active,79104.0,1,2,2.0,Buenas? Este producto es similiar alnde la marca tessel? | hola me pasarías precio con pegamento yo necesitaría 110 mts cuadrados
MLA1562743951,Llave Criquet Articulada Bulit Serie 800 9mm Color Gris,active,12978.0,34,2,0.058823529411764705,Bueno me gustaria comprar la 9mm la 16mm y 17mm | Necesitaria una de 9mm otra de 7mm una 16mm
MLA850739772,Adhesivo Suprabond * Pegatodo * Transparente 30ml,active,4888.0,2007,2,0.000996512207274539,Pega plato de loza | Que pegamento tienen para pegar Polipropileno con Poliestireno? Gracia
MLA1200758170,Adhesivo Suprabond Espejo Retrovisor - Pegamento Parabrisas,active,12424.0,333,2,0.006006006006006006,En que parte de san martín estas ? | se puede retirar
MLA2036761658,Llave De Luz Sica - 1 Interruptor Combinación Blanco Slight Blanc,active,3688.0,5,2,0.4,"Hola , quería saber si está tecla combinada es de Pinifarina . Gracias | Este interruptor es para timbre, o es tecla para una luz?"
MLA1796915967,Bicicleta Eléctrica Asistida Enova 350v Shimano Epac Rod 26 Negro,active,1200000.0,0,2,2.0,"Hola, el estado de la bateria como esta, y te consulto la aceleracion  | Hola. Te interesa un Motorola Razr 60 Ultra?"
MLA1387606023,Pegamento Suprabond Para Plásticos: Adhesivo Transparente E Imper,active,11631.0,167,2,0.011976047904191617,Pega PP y PS? Gracias | Sirve para plásticos de moto?
MLA2472252526,Grifería Ducha Danska Karla Cromada Cuadrada Con Manguera Flexibl,paused,81010.0,24,2,0.08333333333333333,dice ducha cuadrada y en la foto es redonda .es cuadrada ? de que medi | Viene con el esqueleto de bronce?
MLA2020352672,Toallero Aqualaf Barral Metal Napoli - Baño,paused,16750.0,24,2,0.08333333333333333,"Hola! Tengo unos tornillos ya en la pared a una distancia de 46,5cm en | Hola Buenos dias quisera saber las medidas por favor?"
MLA2834038362,Pegamento Sellador Multiuso Perbond Sellarrosca 25gr Azul,active,5772.0,3,2,0.6666666666666666,"Hola sella rosca de polipropileno? | Hola este pegamento, me sirve para pegar la mica transparente de un fa"
MLA881075400,Lima Bulit Serie 500 Redonda - Acero Forjado - 8 Pulgadas,active,14349.0,30,2,0.06666666666666667,Y que diámetro tiene? | El diámetro es de 8mm?
MLA1505684245,Serrucho Bulit Profesional - Acero Al Manganeso - 400mm Marrón Cl,active,20291.0,26,2,0.07692307692307693,"Serrucho afilable? | Hola, es templado o afilable?"
MLA1769510223,Jabonera Aqualaf De Porcelana - Baño Bloke - 5 Años Color Blanco,active,62342.0,0,2,2.0,Hola me pasas el kit completo. | Hola tenés kit completo???
MLA1918162600,Pistola Encoladora Suprabond Silicona Hx200 Rosa + 2 Barras Trans,active,27687.0,1673,2,0.001195457262402869,"Hola tenes para comprarte más barras así aprovecho el envío ? | Hola, que tamaño de barra de silicona necesita?"
MLA1520509427,"Inflador Crafters Alta Presión - Bicis, Motos, Autos Color Negro",active,48569.0,238,2,0.008403361344537815,"Tenés algún video | Aunque en la descripción lo dice, realmente ¿tiene el sistema push and"
MLA1676160623,Pistola Encoladora Silicona Suprabond + 25 Barras Finas Suprabond,active,32800.0,101,2,0.019801980198019802,hacen factura tipo A ? | hola buen dia. hacen factura tipo A ?
MLA3403820072,Lampara Led Bipin 6w G4 220v Foco Iluminacion Equivale 60w Blanco,paused,2380.0,1,2,2.0,"Hola, tenés hoy 4 a la venta? o cuándo tendrías | Tienen mas stock? Quiero 8 unidades"
MLA2763788424,Tijera Corta Caños Bulit Serie 600 Automática Profesional  Termof,active,51055.0,11,2,0.18181818181818182,"Tienen una para cortar PPN también. Pasarían el Link por favor? | Hola una consulta, sirve para cortar caños de 3/4 , 7/8 o 1"" de electr"
MLA842565160,Sellador Silicona Suprabond Neutra Construcción 280ml,active,19175.0,1211,2,0.0016515276630883566,"Cual es la diferencia entre este y el S 500 ? Yo lo quiero para proteg | Hola viene en gris,tengo una luz entre la cerámica y la mesada de gran"
MLA2747598300,Grifería Para Lavatorio Crafters Monocomando Bajo Napoli Cromado,paused,41753.0,0,2,2.0,Y de ancho?? | Hola! Tenes las medidas?
MLA1384809603,Zócalo Burlete Suprabond Doble Extra Ancho 120cm - Gris,active,35992.0,209,2,0.009569377990430622,Sirven para puertas de aluminio 4 CM de ancho ? | Sirven para puertas de aluminio? Voy a necesitar 10
MLA795276865,Barras Suprabond Finas Para Pistola Encoladora 500g X 2,active,58254.0,353,2,0.0056657223796034,Cuántas vendrían xq dice x 500g o es 1k? y quería saber si el envío es | Buen día esas barras pueden ser para la encoladora Suprabond C PHX B10
MLA1332775560,2 Trampa Adhesiva Pegamento Mata Laucha Sin Veneno Pega Rat,active,6924.0,205,2,0.00975609756097561,"Es útil para colocarla en una caja trampa para ratas | Hola, de dónde son?"
MLA1786898579,,?,,0,2,2.0,"Capacidad de corte 70x70 mm, que significa? | Hola, se puede usar igual? Sin arreglarlo?"
MLA1384746953,Sellador Suprabond Transparente Baño Bañera Bacha Y Mampara,active,17762.0,697,2,0.0028694404591104736,Este producto necesita un accesorio aplicador? | Algún sellador que pegue Bacha de acero a mesada de madera??
MLA3183234364,Kit Reparación De Parabrisas Suprabond,active,23901.0,8,2,0.25,"Buen día, necesito reparar un fisura de unos 15 CM en un vidrio lamina | Hola . Tengo dudas sobre el producto ya que leí que repara parabrisas "
MLA1491318453,"Bacha Chica Ferrum Persis L17kf-b Blanca - Acabado Brillante, Dis",paused,178213.0,2,2,1.0,"Hola, de qué diámetro es la perforación para el desagüe? Necesito sabe | Recibí el producto pero sin el boton ceramico de desagüe"
MLA1778957487,Amoladora Lusqtoff Angular Electrica 115mm - Sin Caja Naranja 50,paused,57173.0,1,2,2.0,Buenos días si le ago la Compra me podrías agregar un piñon dé una amo | Fue reparada ? O algún defecto de fabrica q alguien devolvió?
MLA1439097094,Burlete Suprabond Goma Espuma Doble Espesor Gris 5 Metros,active,6954.0,3692,2,0.0005417118093174431,"hacen factura a | Buen día, tendrías de color blanco"
MLA834650776,Cadena Máxima Seguridad Con Candado Bulit + Traba 5.5 Funda Azul,active,133352.0,9,2,0.2222222222222222,"Ahh porque en otra respuesta de esta publicación vi que decía 3/4"".. t | Hola!! Me podrías decir si es de 3/4"" o de 3/8""? Y el peso total.. gra"
MLA1337412190,Cerrojo Bulit Serie 500 Con Tambor De Bronce,active,61466.0,28,2,0.07142857142857142,hola me podran pasar la dimenciones externas de las partes rectangular | Hola tenes idea el ancho del cerrojo (que está pintado de amarillo)?
MLA1503133983,Tira Led 5050 5m 60 Leds/m Azul Ip20 Interior Adhesiva 72w,active,6000.0,10,2,0.2,"hola, se pueden interconectar entre si? | hola, se pueden interconectar entre si?"
MLA904345272,Cebo Somerset Mata Cucarachas - 6 Cebos,active,7453.0,1306,2,0.0015313935681470138,Tenés publicaciones con menor precio y más cantidad??? | De donde son ?
MLA2072574718,Tubo Led T8 9w 60cm Uv Ultravioleta,active,13904.0,20,2,0.1,Hola buenas tardes disculpe le hago una consulta este tubo uv me sirve | longitud de onda UV
MLA1493036471,Zócalo Burlete Suprabond Doble Extra Ancho 95cm - Marrón,active,28683.0,46,2,0.043478260869565216,"Para puerta de espesor 4 cm sirve? | Sirve para altura del hueco de 2, 5 cm ?"
MLA2080217934,Mosquitero Ventana Suprabond Autoadhesivo Con Abrojo 130x160 Colo,active,27198.0,254,2,0.007874015748031496,"Buen día! Tenés una así pero en color blanco? Gracias | Buenas tardes, tienen este producto en blanco?"
MLA1401630369,Zócalo Burlete Suprabond Doble Extra Ancho 95cm - Marrón,active,28683.0,135,2,0.014814814814814815,Hola! Se puede retirar por algún lado? Gracias. | Hay para hojas mas anchas? La mia tiene 8 cm de espesor
MLA1389032325,Sellador Acrílico Suprabond Maderas - Pino,active,15733.0,1196,2,0.0016722408026755853,"Hola, quería saber cómo puedo comprar ambos colores. Quiero uno de pin | Hola tenes cedro?"
MLA1124303125,Pistola Encoladora Silicona Suprabond + 25 Barras + Garantía,active,32800.0,8165,2,0.0002449479485609308,"Le doy comprar a esta encoladora,me dicen agrega una compra de $11602  | buen dia.Tenes en otro color aparte del amarillo?"
MLA1387706093,Adhesivo Suprabond Erpox Blanco Bachas Y Sanitarios,active,21075.0,210,2,0.009523809523809525,"Necesito pegar una cerámica, (con mi dirección) sobre la pared exterio | Sirve para reparar un agujero de 2mm en una bañera de acrilico/fibra?"
MLA1457484250,Suprabond Zócalo Doble 95cm Marrón 2.5 Cm 2.5 Cm,active,22817.0,180,2,0.011111111111111112,"Hola Agustin, gracias pero probé y me pasa exactamente lo mismo. Igual | Cargué en carrito más de 50mil de productos suprabond y cuando agrego "
MLA1122254678,Burlete Suprabond De Goma Para Puertas - Marrón Marrón,under_review,11214.0,203,2,0.009852216748768473,Buenos dias consulta tiene burlete autoadhesivo de 8 cm de altura? Est | Que perfil sería para las puertas bisagra de puerta 4 hojas
MLA1399432545,Adhesivo Suprabond Montajes En Pomo De 150g Color Blanco,active,8623.0,104,2,0.019230769230769232,"Buenas noches, quiero pegar un espejo a los azulejos del baño, esto si | Sirve para pegar cable a pared?"
MLA1404590828,Candado De Hierro Dorado Bulit - N° 50,active,17787.0,627,2,0.003189792663476874,buen día. Comprando 6 igual me cobran el envío? gracias | Hola haces precio por myor tener pagina?
MLA1481682416,Tenaza Bulit Armador - S600 - Ac. Al Carbono - 9 Pulgadas,active,24414.0,19,2,0.10526315789473684,Es corte medio o completo? | Es corte medio o completo?
MLA2305239168,Pack Toalla Y Toallón Rondiblu Algodón Blanco Hotelera 500gr Abso,active,20021.0,160,2,0.0125,las costuras son buenas? | Cuantos gramos el metro cuadrado de esta oferta
MLA1368167485,Candado Bulit Reforzado Acero Niquelado N° 50 Alta Seguridad Colo,active,27589.0,21,2,0.09523809523809523,Tenes hermanados de este número | Por favor es resistente al agua. Para un portón al aire libre
MLA2020275160,,?,,0,2,2.0,"Buenas tardes! El envío es gratis? Soy de Pinamar | hola, quería saber si sólo tiene ducha o hay opción de que el agua cai"
MLA1641850501,Bañera Ferrum Serena 150cm Casco Acrílico Blanco - Baño Blanco,paused,426717.0,0,2,2.0,Río negro | Envío a Fernández Oro
MLA861877044,Sellador Suprabond Perbond Premium Transparente - Flexible,active,28730.0,555,2,0.0036036036036036037,"Hola sirve para pegar parche en pantalón de moto de cordura | Hola, puede indicarme la fecha de vencimiento. Susana"
MLA1118361849,Zócalo Burlete Suprabond Doble Bajo Puerta 120cm - Gris,active,26240.0,2766,1,0.00036153289949385393,Hola es color gris o negro?
MLA2471755372,Adhesivo Suprabond Uno No Tóxico,active,6157.0,29,1,0.034482758620689655,Hola! Puede usarlo un niño de 8 años?
MLA2020433044,Casco Bicicleta Bulit Ultra Liviano Con Luz Led - Negro M,active,147123.0,6,1,0.16666666666666666,La luz led es recargable o pila?
MLA1465983742,Regla De Acero Inoxidable Bulit 30cm,active,4715.0,25,1,0.04,Que espesor tiene?
MLA1439868022,Burlete Autoadhesivo Suprabond De Goma Perfil E Color Blanco,active,21406.0,127,1,0.007874015748031496,"Hola, cual es el mejor burlete para una ventana corrediza de aluminio?"
MLA1445017864,20 Clavos Suprabond Para Colgar Fácil - Practi Clavo Acero,active,10675.0,227,1,0.004405286343612335,Buenas! Sirven para pegar sobre azulejos?
MLA876123976,Sellador Suprabond Piscinas - Grietas Y Fisuras - Azul 310ml,active,25817.0,2041,1,0.0004899559039686428,¿Se puede pintar con epoxi bicomponente luego?
MLA1515560913,Set De 40 Topetinas Suprabond De Goma Redonda Blanca Blanco,active,133360.0,14,1,0.07142857142857142,Buenos dias cada blister tiene 4 topetinas? Y el total serian 10 blist
MLA908074045,Trampa Adhesiva Suprabond Para Lauchas - Pegarat,active,6924.0,2176,1,0.00045955882352941176,"buenos dias, tenes la medida que viene mas grande ? la que viene para "
MLA909811217,Pincel Bulit Serie 500 Pura Cerda 100% Natural 2 Pulgadas,active,9160.21,48,1,0.020833333333333332,"Buenas tardes, que largo tienen las cerdas?"
MLA813052944,Candado De Aleación Bulit 10.000 Combinaciones 65mm Rojo  Rojo,active,26002.0,1944,1,0.00051440329218107,Hola sirve para que quede en el portón al aire libre
MLA1214852017,Bomba De Agua Fluvial Periférica 1/2hp Elevadora Monofásica Celes,paused,55901.0,217,1,0.004608294930875576,Che por que aumento ?
MLA1218463781,,?,,0,1,1.0,medida total de afuera a afuera
MLA1139087880,Candado Bulit Reforzado Acero Niquelado N° 50 Alta Seguridad Gris,active,27589.0,30,1,0.03333333333333333,Les consulto puede ser que pueda comprar dos candados con la misma com
MLA2624508686,Pinza Bulit De Punta Semiredonda Serie 1000 6  Aislada,active,27629.0,3,1,0.3333333333333333,Hola buenas tardes¿De 7 pulgadas tenés pinza de punta?
MLA2003464384,Peirano Crown 60-151 Grifería De Baño Gris Cromado,paused,87823.0,59,1,0.01694915254237288,"Hola, la distancia de los agujeros es de 21cm ? La altura de cuánto?"
MLA2367254488,,?,,0,1,1.0,Hola! Sirve para poner entre la cisterna y la red de la casa?
MLA1718188998,Combo Roca Capea Italiana Baño - Inodoro Corto + Bidet 1 Agu,paused,209344.0,8,1,0.125,hola con bidet tres agujeros hay ?
MLA2044699786,Grifería Columna Monocomando Zafiro Black Mate Black,paused,943887.0,2,1,0.5,Hola no tenes cromado? Sldos
MLA799205116,Broches - Grampas S8 Bulit Por 10 Cajas De 1000 Unidades,active,139471.0,37,1,0.02702702702702703,"Hola, P4 tienen?"
MLA1146400486,Mebrana Líquida Techos Pintura Impermeabilizante Blanca 28kg Blan,active,344777.0,221,1,0.004524886877828055,b dia necesito comprar 3 unidades El carrito no lo permite Me guias pa
MLA1146383566,Pintura Latex Interior Suprabond Antihumedad - Blanca 1kg Blanco,paused,28603.0,328,1,0.003048780487804878,Cuantos litros trae?
MLA1458031227,Cadena Bulit Máxima Seguridad Largo 1mt + Candado 72 Mm Color Neg,active,94938.0,169,1,0.005917159763313609,"Hola, los eslabones son cuadrados o redondos ?"
MLA901071852,Adhesivo Suprabond Transparente Extra Fuerte En Lata 1 Litro,active,47748.0,1094,1,0.0009140767824497258,Hola buen día tengo que pegar un piso de goma sobre carpeta de cemento
MLA1122241732,Burlete Suprabond De Goma Para Puertas - Blanco Marrón,active,11214.0,362,1,0.0027624309392265192,"Buenas, es blanco o marron? porque la descr dice blanco pero la public"
MLA1361973267,Candado Bulit Doble Traba Resistente Al Agua - Intemperie 40 Colo,active,19225.0,132,1,0.007575757575757576,Tenes uno igual a este añgo mas ancho y con el aro parecido?
MLA1139190965,Pistola Encoladora Suprabond Hot Melt Modelo Px 300,active,32767.0,136,1,0.007352941176470588,Hola es el modelo de pistola más grande?
MLA1899481838,Grifería De Cocina Monocomando Flexible Blanca Con Dorado Vasser ,active,196022.0,4,1,0.25,Viene con el cubre agujeros para pasar de 2 canillas a monocomando ?
MLA1367870873,4 Candados Hermanados Bulit Doble Traba A Bolilla + 8 Llaves Colo,active,65062.0,546,1,0.0018315018315018315,Que tamaño sería una medida más ?
MLA1139087878,Inflador De Pie Con Manómetro Bulit Serie 600 Azul,active,87604.0,68,1,0.014705882352941176,"Buen día tengo un inflador bullit 600 y se me rompió el reloj,se quebr"
MLA2293655250,Vanitory Suspendido Roca Mahler Kendal Dos Cajones - Baño Marrón ,active,643159.04,0,1,1.0,"Hola, busco solo el mueble para bacha malher 60cm. El mueble debe tene"
MLA828793413,8 Candados Acero Niquelado 40mm,active,134912.0,23,1,0.043478260869565216,Los 8 candados tienen la Misma combinación?
MLA1389031273,Sellador Suprabond Poliuretano Construcción 310ml Color Gris,active,36643.0,1152,1,0.0008680555555555555,Hola. Serviría para pegar porcelanato a una mesada de base de caño? Y 
MLA3167964862,Llave De Luz Sica Silight - 1 Módulo - Nero Color Negro,active,3509.0,1,1,1.0,"Disculpa q te pregunté por acá,pero estaría buscando un perfil de alum"
MLA876183189,Llave De Fuerza Bulit - Boca Curva - 10 Pulgadas Gris,active,18834.0,28,1,0.03571428571428571,En Medida Simple cuanto ?
MLA811906915,Pintura Especial Antihongo Suprabond Por 1 Litro Blanco,paused,28603.0,47,1,0.02127659574468085,Vivo en un alquiler con mucha humedad en las paredes. Servira esta pin
MLA2016244370,Flexible Regulable Ferrum 1/2 X 40cm - Repuesto,active,8038.0,26,1,0.038461538461538464,Hola tiene grado ferrum en la manguera? Gracias
MLA2728418198,Tijera Bulit Corta Chapa - 10 Pulgadas - Acero Al Carbono Rojo,active,29110.0,4,1,0.25,Hola ¿Sirve para cortar varillas de plástico ?
MLA1797599995,Griferia Ducha Exterior Piazza Monocomando Emblem,paused,75000.0,1,1,1.0,Que distancia tiene entre los centros de los caños? Son de 3/4?
MLA1401669067,"Sellador De Silicona Suprabond Universal De 280ml, Negro",active,16152.0,766,1,0.0013054830287206266,Sirve para colocar en lugares húmedos o mojados o tiene que estar seco
MLA861853953,5 Burletes Autoadhesivos De Goma Perfil D Color Blanco Blanco,active,56070.0,214,1,0.004672897196261682,"Buen dia, son 5 burletes, y cada uno tiene 5 metros de largo? se pegan"
MLA1523077514,Espuma De Poliuretano Suprabond Economy 500ml,active,22446.0,25,1,0.04,Cuantos metro cuadrados puede cubrir un envase 500g
MLA3249993070,Inodoro Largo Gap Roca Loza Sanitaria Blanco,active,594035.0,0,1,1.0,"Hola buen día, tendrán el link para comprar el depósito y bidet del mi"
MLA3163545332,Fv Chaltén 0207/h4 Juego De Lavatorio Cromado Plateado Brillante,active,820753.0,0,1,1.0,Cuál es la diferencia entre las 2 opciones?
MLA1432807209,,?,,0,1,1.0,"Hola, buen día. Antes de pintar tengo qué preparar la pared? Cómo? Gra"
MLA1404186349,Zócalo Burlete Suprabond Doble Extra Ancho Gris,active,28683.0,217,1,0.004608294930875576,"Hola! Viene para puertas de 1,30 de ancho? Gracias"
MLA1940506290,Candado Persianero Bulit Reforzado Acero Perno Horizontal Platead,active,35844.0,3,1,0.3333333333333333,Las llaves son computarizadas como las de la imagen o de las comunes?
MLA794726580,Adhesivo Suprabond Transparente 25ml En Tira De 5 Unidades Transp,active,27130.0,6,1,0.16666666666666666,Hola. Es cianocrilato?
MLA1384712387,Sellador Acrílico Pintable Suprabond Blanco - 1kg,active,31971.0,190,1,0.005263157894736842,Hola. Cómo se aplica con pincel?
MLA2704707818,Pintura Latex Interior Suprabond Antihumedad - Blanca 1kg Blanco,paused,28603.0,34,1,0.029411764705882353,"Hola.tengonuna pared virgen con revoque fino,pero con condensación,pue"
MLA853017736,Pistola Suprabond Encoladora Px300 + Barras Gruesas 500g Deb,active,61894.0,847,1,0.0011806375442739079,Que potencia en whats
