origen,productos,juntos,lift,confianza,detalle,skus,precio_suelto,ahorro_ml,ahorro_de,cruza_umbral,descuento_que_banca,tope_marca,marcas,descuento,limita,tipo_publicacion,precio_kit_sugerido,motivo,items,user_product,crear_kit
se compran juntos,2,2,7.8,0.12,Traba U Máxima Seguridad Bulit G + Candado Bulit Doble Traba Resist,"CR01600000000CDBU180, CR01600000000CDBWR40",72196.62,2505.0,cargo fijo,True,0.0396,0.15,Bulit,0.0396,la economía del kit,gold_special,69336.39,"2 compras juntas, 7.8× más de lo esperable, confianza 12%","MLA812439849, MLA932731808","MLAU208216957, MLAU313079966",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,2,2,5.2,0.18,Sellador Suprabond Zinguería 300 + Adhesivo Cianoacrilato Suprabond,"CR01600000000SMZ300A, CR016000000CIAA10020",62310.61,2505.0,cargo fijo,True,0.0453,0.15,Suprabond,0.0453,la economía del kit,gold_special,59490.15,"2 compras juntas, 5.2× más de lo esperable, confianza 18%","MLA1139197644, MLA868545704","MLAU252272723, MLAU241446762",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,5.0,0.12,Adhesivo Suprabond Montajes En C + Pistola Suprabond Portacartuchos,"CR016000000000MTJ400, CR0160000000PSTPL700",62932.12,2505.0,cargo fijo,True,0.0445,0.15,Suprabond,0.0445,la economía del kit,gold_special,60130.75,"2 compras juntas, 5.0× más de lo esperable, confianza 12%","MLA872758443, MLA795299180","MLAU1593181050, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1593181050
se compran juntos,2,2,4.3,0.15,Traba Discos Bulit De 5.5mm Con  + Inflador De Mano Bulit Serie 200,"CR0160000000CDBTD55F, CR016000000INFS2230P",57901.33,2505.0,cargo fijo,True,0.0509,0.15,Bulit,0.0509,la economía del kit,gold_special,54954.02,"2 compras juntas, 4.3× más de lo esperable, confianza 15%","MLA813096045, MLA862599277","MLAU209857710, MLAU265320934",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209857710
se compran juntos,2,2,3.0,0.11,Pistola Suprabond Encoladora Px3 + Adhesivo Cianoacrilato Suprabond,"CR016000000000CPX300 + CR01600000CHMG30UN17, CR016000000CIAA10020",93553.61,2505.0,cargo fijo,True,0.0323,0.15,Suprabond,0.0323,la economía del kit,gold_special,90535.89,"2 compras juntas, 3.0× más de lo esperable, confianza 11%","MLA847929993, MLA868545704","MLAU1486861342, MLAU241446762",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1486861342
se compran juntos,2,2,2.8,0.1,Candado Bulit Doble Traba Resist + Traba Discos Bulit De 5.5mm Con ,"CR01600000000CDBWR40, CR0160000000CDBTD55F",58069.62,2505.0,cargo fijo,True,0.05,0.15,Bulit,0.05,la economía del kit,gold_special,55165.15,"2 compras juntas, 2.8× más de lo esperable, confianza 10%","MLA932731808, MLA813096045","MLAU313079966, MLAU209857710",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU313079966
se compran juntos,2,2,2.6,0.09,Pistola Encoladora Silicona Supr + Adhesivo Cianoacrilato Suprabond,"CR016000000000CPX300 + CR01600000CHMG10UT10, CR016000000CIAA10020",58836.61,2505.0,cargo fijo,True,0.0503,0.15,Suprabond,0.0503,la economía del kit,gold_special,55878.11,"2 compras juntas, 2.6× más de lo esperable, confianza 9%","MLA1139583742, MLA868545704","MLAU218296050, MLAU241446762",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
se compran juntos,2,2,6.4,0.22,Adhesivo Epoxi Suprabond Erpox A + Sellador Silicona Universal Supr,"CR016000000000EXA105, CR0160000000GFXU280B",32577.0,2005.0,cargo fijo,False,0.075,0.15,Suprabond,0.075,la economía del kit,gold_special,30134.2,"2 compras juntas, 6.4× más de lo esperable, confianza 22%","MLA859727205, MLA903304655","MLAU209419070, MLAU209389652",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209419070
se compran juntos,2,2,2.1,0.07,Adhesivo Epoxi Suprabond Erpox A + Adhesivo Suprabond Para Suela De,"CR016000000000EXA105, CR016000000SBDTR100E",32995.0,2005.0,cargo fijo,False,0.077,0.15,Suprabond,0.077,la economía del kit,gold_special,30454.94,"2 compras juntas, 2.1× más de lo esperable, confianza 7%","MLA859727205, MLA1146251151","MLAU209419070, MLAU1594526267",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209419070
se compran juntos,2,2,661.5,1.0,Destornillador Bulit Profesional + Destornillador Bulit Profesional,"CR0160000DES8TX8X753, CR0160000DES8TX9X754",12951.0,1250.0,cargo fijo,False,0.1126,0.15,Bulit,0.1126,la economía del kit,gold_special,11492.11,"2 compras juntas, 661.5× más de lo esperable, confianza 100%","MLA907859581, MLA907859717","MLAU305045945, MLAU304943999",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU305045945
se compran juntos,2,2,330.8,1.0,Espátula Bulit Flexible -  Acero + Espátula Bulit Flexible - Acero ,"CR016000000000ESPFX6, CR01600000000ESPFX15",13936.0,1250.0,cargo fijo,False,0.1208,0.15,Bulit,0.1208,la economía del kit,gold_pro,12252.57,"2 compras juntas, 330.8× más de lo esperable, confianza 100%","MLA916333195, MLA3183335262","MLAU290793862, MLAU304717199",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU290793862
se compran juntos,2,2,330.8,1.0,Espátula Bulit Flexible -  Acero + Espátula Bulit Flexible -  Acero,"CR016000000000ESPFX2, CR016000000000ESPFX6",14571.0,1250.0,cargo fijo,False,0.1137,0.15,Bulit,0.1137,la economía del kit,gold_pro,12914.13,"2 compras juntas, 330.8× más de lo esperable, confianza 100%","MLA907273414, MLA916333195","MLAU304990339, MLAU290793862",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU304990339
se compran juntos,2,2,264.6,1.0,Destornillador Bulit Profesional + Destornillador Bulit Profesional,"CR0160000DES8PHA0X75, CR0160000DES8RA4X100",13842.0,1250.0,cargo fijo,False,0.1054,0.15,Bulit,0.1054,la economía del kit,gold_special,12382.51,"2 compras juntas, 264.6× más de lo esperable, confianza 100%","MLA855101984, MLA855103592","MLAU292425055, MLAU297368172",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU292425055
se compran juntos,2,2,220.5,1.0,Destornillador Bulit Profesional + Destornillador Bulit Profesional,"CR01600000DES8PH1X75, CR01600000DES8PL5X75",12597.0,1250.0,cargo fijo,False,0.1156,0.15,Bulit,0.1156,la economía del kit,gold_special,11141.23,"2 compras juntas, 220.5× más de lo esperable, confianza 100%","MLA868550274, MLA868558767","MLAU295508217, MLAU295504439",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU295508217
se compran juntos,2,38,24.3,0.86,Traba Discos Bulit De 5.5mm Con  + Recordatorio Traba Disco Bulit A,"CR0160000000CDBTD55F, CR01600000CDBACCTDIS",49092.55,1250.0,cargo fijo,True,0.0281,0.15,Bulit,0.0281,la economía del kit,gold_special,47715.33,"38 compras juntas, 24.3× más de lo esperable, confianza 86%","MLA813096045, MLA818173515","MLAU209857710, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209857710
se compran juntos,2,2,40.7,0.4,Adhesivo Suprabond Silicona Líqu + Cinta Suprabond Autoadhesiva Dob,"CR0160000000000ESL30, CR016000000000AFXWR2",14466.08,1250.0,cargo fijo,False,0.0974,0.15,Suprabond,0.0974,la economía del kit,gold_special,13056.64,"2 compras juntas, 40.7× más de lo esperable, confianza 40%","MLA1523012518, MLA860849627","MLAU305158541, MLAU293505437",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU305158541
se compran juntos,2,3,22.6,0.75,Traba Discos Bulit De 10mm Con F + Recordatorio Traba Disco Bulit A,"CR0160000000CDBTD10F, CR01600000CDBACCTDIS",52339.55,1250.0,cargo fijo,True,0.0259,0.15,Bulit,0.0259,la economía del kit,gold_special,50982.28,"3 compras juntas, 22.6× más de lo esperable, confianza 75%","MLA813095575, MLA818173515","MLAU285048438, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285048438
se compran juntos,2,2,24.1,0.4,Pistola Encoladora Silicona Supr + Adhesivo Instantáneo Suprabond F,"CR016000000000CPX300 + CR01600000CHMG10UT10, CR0160000000ARNFL3GB",43212.0,1250.0,cargo fijo,True,0.0345,0.15,Suprabond,0.0345,la economía del kit,gold_special,41721.76,"2 compras juntas, 24.1× más de lo esperable, confianza 40%","MLA1139583742, MLA872840590","MLAU218296050, MLAU278809767",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
se compran juntos,2,2,21.9,0.18,Topetina Suprabond De Goma Redon + Topetina Suprabond De Fieltro Ma,"CR0160000000000TPCSM, CR01600000000TPCF30M",13758.29,1250.0,cargo fijo,False,0.1133,0.15,Suprabond,0.1133,la economía del kit,gold_special,12199.41,"2 compras juntas, 21.9× más de lo esperable, confianza 18%","MLA1388621249, MLA886762533","MLAU278708869, MLAU264775982",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU278708869
se compran juntos,2,2,11.5,0.4,Cutter Economy Bulit Grande + Adhesivo Epoxi Suprabond Erpox A,"CR016000000000CCTRGH, CR016000000000EXA105",19698.0,1250.0,cargo fijo,False,0.0789,0.15,"Bulit, Suprabond",0.0789,la economía del kit,gold_special,18143.58,"2 compras juntas, 11.5× más de lo esperable, confianza 40%","MLA826204529, MLA859727205","MLAU287460860, MLAU209419070",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU287460860
se compran juntos,2,8,4.5,0.22,Burlete Suprabond Goma Espuma Do + Burlete Suprabond Goma Espuma No,"CR01600000000000SLTD, CR01600000000000SLTN",12458.0,1250.0,cargo fijo,False,0.1275,0.15,Suprabond,0.1275,la economía del kit,gold_pro,10869.75,"8 compras juntas, 4.5× más de lo esperable, confianza 22%","MLA842568397, MLA931075172","MLAU208228953, MLAU209441954",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,2,8.9,0.18,Nuevo Adhesivo Suprabond Erpox B + Sellador Suprabond Zinguería 300,"CR0160000000000EXB80, CR01600000000SMZ300A",58319.0,1250.0,cargo fijo,True,0.0243,0.15,Suprabond,0.0243,la economía del kit,gold_special,56904.03,"2 compras juntas, 8.9× más de lo esperable, confianza 18%","MLA859732690, MLA1139197644","MLAU209400230, MLAU252272723",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400230
se compran juntos,2,2,7.5,0.25,Pistola Encoladora Suprabond Sil + Adhesivo Instantáneo Suprabond F,"CR0160000000CPHX200R, CR016000000ARNFL1X3B",30931.0,1250.0,cargo fijo,False,0.0496,0.15,Suprabond,0.0496,la economía del kit,gold_special,29396.06,"2 compras juntas, 7.5× más de lo esperable, confianza 25%","MLA1918162600, MLA1628237220","MLAU1536951475, MLAU298018136",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1536951475
se compran juntos,2,2,7.2,0.12,Pistola Suprabond Portacartuchos + Sellador Silicona Suprabond Neut,"CR0160000000PSTPL700, CR01600000GFXNS5280T",50748.85,1250.0,cargo fijo,True,0.0294,0.15,Suprabond,0.0294,la economía del kit,gold_special,49258.68,"2 compras juntas, 7.2× más de lo esperable, confianza 12%","MLA795299180, MLA2074597444","MLAU281046513, MLAU3161712213",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU281046513
se compran juntos,2,2,5.8,0.29,Burlete Suprabond Goma Espuma Do + Espuma De Poliuretano Suprabond ,"CR01600000000000SLTD, CR016000000EPPPU300E",23451.0,1250.0,cargo fijo,False,0.0658,0.15,Suprabond,0.0658,la economía del kit,gold_special,21908.55,"2 compras juntas, 5.8× más de lo esperable, confianza 29%","MLA842568397, MLA843310708","MLAU208228953, MLAU263527763",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,4,3.7,0.11,Topetina Suprabond De Goma Recta + Topetina Suprabond De Fieltro Ma,"CR0160000000000TPRBC, CR01600000000TPRF30M",13573.31,1250.0,cargo fijo,False,0.1124,0.15,Suprabond,0.1124,la economía del kit,gold_special,12048.12,"4 compras juntas, 3.7× más de lo esperable, confianza 11%","MLA2044414164, MLA864705575","MLAU236119832, MLAU209411116",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU236119832
se compran juntos,2,4,2.9,0.1,Topetina Suprabond De Goma Recta + Topetina Suprabond De Fieltro Ma,"CR0160000000000TPRBC, CR01600000000TPCF20M",12989.43,1250.0,cargo fijo,False,0.115,0.15,Suprabond,0.115,la economía del kit,gold_special,11496.13,"4 compras juntas, 2.9× más de lo esperable, confianza 10%","MLA2044414164, MLA859036213","MLAU236119832, MLAU208237143",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU236119832
se compran juntos,2,2,3.7,0.18,Burlete Suprabond Goma Espuma Do + Barras Suprabond Finas Ultratran,"CR01600000000000SLTD, CR01600000CHMF10UT25",13643.0,1250.0,cargo fijo,False,0.1185,0.15,Suprabond,0.1185,la economía del kit,gold_pro,12026.28,"2 compras juntas, 3.7× más de lo esperable, confianza 18%","MLA842568397, MLA901347064","MLAU208228953, MLAU224535540",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,2,3.5,0.12,Traba U Máxima Seguridad Bulit G + Recordatorio Traba Disco Bulit A,"CR01600000000CDBU180, CR01600000CDBACCTDIS",63219.55,1250.0,cargo fijo,True,0.0215,0.15,Bulit,0.0215,la economía del kit,gold_special,61862.28,"2 compras juntas, 3.5× más de lo esperable, confianza 12%","MLA812439849, MLA818173515","MLAU208216957, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,2,5,2.1,0.12,Topetina Suprabond De Goma Recta + Burlete Autoadhesivo Suprabond D,"CR0160000000000TPRBC, CR01600000000SLTE5BI",14292.0,1250.0,cargo fijo,False,0.1131,0.15,Suprabond,0.1131,la economía del kit,gold_pro,12675.96,"5 compras juntas, 2.1× más de lo esperable, confianza 12%","MLA2044414164, MLA863200953","MLAU236119832, MLAU237320801",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU236119832
se compran juntos,2,2,3.3,0.09,Burlete Suprabond Goma Espuma No + Pistola Encoladora Silicona Supr,"CR01600000000000SLTN, CR016000000000CPX300 + CR01600000CHMG10UT10",44960.0,1250.0,cargo fijo,True,0.0348,0.15,Suprabond,0.0348,la economía del kit,gold_special,43396.85,"2 compras juntas, 3.3× más de lo esperable, confianza 9%","MLA931075172, MLA1139583742","MLAU209441954, MLAU218296050",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209441954
se compran juntos,2,2,3.0,0.18,Topetina Suprabond De Goma Redon + Burlete Autoadhesivo Suprabond D,"CR0160000000000TPCSM, CR01600000000SLTE5BI",14469.0,1250.0,cargo fijo,False,0.1142,0.15,Suprabond,0.1142,la economía del kit,gold_pro,12816.06,"2 compras juntas, 3.0× más de lo esperable, confianza 18%","MLA1388621249, MLA863200953","MLAU278708869, MLAU237320801",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU278708869
se compran juntos,2,2,2.9,0.14,Burlete Suprabond Goma Espuma Do + Adhesivo Para Zapatillas Deporti,"CR01600000000000SLTD, CR016000000000ZAP10B",14751.39,1250.0,cargo fijo,False,0.095,0.15,Suprabond,0.095,la economía del kit,gold_special,13350.32,"2 compras juntas, 2.9× más de lo esperable, confianza 14%","MLA842568397, MLA1510949196","MLAU208228953, MLAU245130940",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,2,29.1,0.29,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR0160000000LLV8VAC8, CR016000000LLV8VAC13",31247.0,750.0,cargo fijo,False,0.0279,0.15,Bulit,0.0279,la economía del kit,gold_special,30375.75,"2 compras juntas, 29.1× más de lo esperable, confianza 29%","MLA866189564, MLA866189205","MLAU296040806, MLAU296172586",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU296040806
se compran juntos,2,2,27.0,0.29,Adhesivo Para Zapatillas Deporti + Espuma De Poliuretano Suprabond ,"CR016000000000ZAP10B, CR016000000EPPPU300E",24294.39,750.0,cargo fijo,False,0.0342,0.15,Suprabond,0.0342,la economía del kit,gold_special,23464.61,"2 compras juntas, 27.0× más de lo esperable, confianza 29%","MLA1510949196, MLA843310708","MLAU245130940, MLAU263527763",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU245130940
se compran juntos,2,10,10.7,0.37,Nuevo Adhesivo Suprabond Erpox B + Adhesivo Epoxi Suprabond Erpox A,"CR0160000000000EXB80, CR016000000000EXA105",31814.0,750.0,cargo fijo,False,0.028,0.15,Suprabond,0.028,la economía del kit,gold_special,30922.04,"10 compras juntas, 10.7× más de lo esperable, confianza 37%","MLA859732690, MLA859727205","MLAU209400230, MLAU209419070",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400230
se compran juntos,2,4,11.5,0.4,Adhesivo Epoxi Suprabond Erpox A + Adhesivo Epoxi Suprabond Transpa,"CR016000000000EXA105, CR016000000SPXSA16TE",24811.0,750.0,cargo fijo,False,0.0384,0.15,Suprabond,0.0384,la economía del kit,gold_special,23857.4,"4 compras juntas, 11.5× más de lo esperable, confianza 40%","MLA859727205, MLA1139075420","MLAU209419070, MLAU217079705",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209419070
se compran juntos,2,2,14.7,0.2,Zócalo Autoadhesivo Suprabond Si + 2 Burletes Autoadhesivos De Goma,"CR0160000000000ZNOSM, CR01600000000SLTE5MI X 2 UNIDADES",32937.0,750.0,cargo fijo,False,0.0259,0.15,Suprabond,0.0259,la economía del kit,gold_special,32083.78,"2 compras juntas, 14.7× más de lo esperable, confianza 20%","MLA857856272, MLA847472567","MLAU209373308, MLAU209412074",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209373308
se compran juntos,2,5,8.6,0.23,Sellador Suprabond Baños Cocinas + Sellador Suprabond Reparador De ,"CR0160000000GFXB280T, CR01600000GMXCTO280G",32301.0,750.0,cargo fijo,False,0.0282,0.15,Suprabond,0.0282,la economía del kit,gold_special,31389.8,"5 compras juntas, 8.6× más de lo esperable, confianza 23%","MLA827116200, MLA842564403","MLAU209400002, MLAU289731511",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400002
se compran juntos,2,7,7.2,0.25,Adhesivo Epoxi Suprabond Erpox A + Masilla Suprabond Erpox Acero 10,"CR016000000000EXA105, CR0160000MPXEXA10100",24709.0,750.0,cargo fijo,False,0.0388,0.15,Suprabond,0.0388,la economía del kit,gold_special,23750.0,"7 compras juntas, 7.2× más de lo esperable, confianza 25%","MLA859727205, MLA860460310","MLAU209419070, MLAU208243095",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209419070
se compran juntos,2,2,12.3,0.22,Sellador Silicona Universal Supr + Sellador Acrílico Pintable Supra,"CR0160000000GFXU280B, CR01600000GMXACR280B",29334.0,750.0,cargo fijo,False,0.0304,0.15,Suprabond,0.0304,la economía del kit,gold_special,28443.33,"2 compras juntas, 12.3× más de lo esperable, confianza 22%","MLA903304655, MLA826407146","MLAU209389652, MLAU232332180",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209389652
se compran juntos,2,2,8.6,0.18,Adhesivo Suprabond Para Suela De + Adhesivo Suprabond Transparente ,"CR016000000SBDTR100E, CR0160000SBDTRPR100E",31503.0,750.0,cargo fijo,False,0.0311,0.15,Suprabond,0.0311,la economía del kit,gold_pro,30524.8,"2 compras juntas, 8.6× más de lo esperable, confianza 18%","MLA1146251151, MLA2897755056","MLAU1594526267, MLAU3801417385",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1594526267
se compran juntos,2,2,7.4,0.13,Burlete Autoadhesivo De Goma Esp + Burlete Autoadhesivo Suprabond P,"CR01600000000000SLTD X 3 UNIDADES, CR0160000000000SLTVI",31655.84,750.0,cargo fijo,False,0.0281,0.15,Suprabond,0.0281,la economía del kit,gold_special,30767.62,"2 compras juntas, 7.4× más de lo esperable, confianza 13%","MLA795278593, MLA1864096025","MLAU209376060, MLAU4170871399",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209376060
se compran juntos,2,2,7.3,0.15,Cinta Suprabond Autoadhesiva Dob + Adhesivo Suprabond Para Suela De,"CR016000000000AFXWR2, CR016000000SBDTR100E",27612.08,750.0,cargo fijo,False,0.0324,0.15,Suprabond,0.0324,la economía del kit,gold_special,26716.64,"2 compras juntas, 7.3× más de lo esperable, confianza 15%","MLA860849627, MLA1146251151","MLAU293505437, MLAU1594526267",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293505437
se compran juntos,2,2,7.2,0.2,Burlete Autoadhesivos De Goma Pe + 2 Burletes Autoadhesivos De Goma,"CR01600000000SLTD5MI, CR01600000000SLTE5MI X 2 UNIDADES",32620.0,750.0,cargo fijo,False,0.0274,0.15,Suprabond,0.0274,la economía del kit,gold_special,31727.32,"2 compras juntas, 7.2× más de lo esperable, confianza 20%","MLA861014506, MLA847472567","MLAU293776265, MLAU209412074",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293776265
se compran juntos,2,3,5.5,0.15,Burlete Suprabond Goma Espuma No + Zócalo Doble Burlete Suprabond B,"CR01600000000000SLTN, CR0160000000000ZNODN",28322.0,750.0,cargo fijo,False,0.0322,0.15,Suprabond,0.0322,la economía del kit,gold_special,27411.21,"3 compras juntas, 5.5× más de lo esperable, confianza 15%","MLA931075172, MLA3532432406","MLAU209441954, MLAU4188796408",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209441954
se compran juntos,2,2,6.1,0.17,Burlete Suprabond Goma Espuma No + Zócalo Burlete Suprabond Doble B,"CR01600000000000SLTN, CR0160000000000ZNODB",29491.06,750.0,cargo fijo,False,0.0308,0.15,Suprabond,0.0308,la economía del kit,gold_special,28581.72,"2 compras juntas, 6.1× más de lo esperable, confianza 17%","MLA931075172, MLA1118361790","MLAU209441954, MLAU209266352",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209441954
se compran juntos,2,4,4.1,0.14,Adhesivo Cianoacrilato Suprabond + Masilla Suprabond Erpox Acero 10,"CR016000000CIAA10020, CR0160000MPXEXA10100",27664.61,750.0,cargo fijo,False,0.0336,0.15,Suprabond,0.0336,la economía del kit,gold_special,26733.98,"4 compras juntas, 4.1× más de lo esperable, confianza 14%","MLA868545704, MLA860460310","MLAU241446762, MLAU208243095",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU241446762
se compran juntos,2,3,4.4,0.21,Burlete Suprabond Goma Espuma Do + 2 Burletes Autoadhesivos De Goma,"CR01600000000000SLTD, CR01600000000SLTD5BI X 2 UNIDADES",29382.0,750.0,cargo fijo,False,0.0308,0.15,Suprabond,0.0308,la economía del kit,gold_special,28476.76,"3 compras juntas, 4.4× más de lo esperable, confianza 21%","MLA842568397, MLA795281515","MLAU208228953, MLAU209325628",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,3,4.1,0.2,Burlete Suprabond Goma Espuma Do + Burlete Autoadhesivo De Goma Esp,"CR01600000000000SLTD, CR01600000000000SLTD X 3 UNIDADES",27816.0,750.0,cargo fijo,False,0.0325,0.15,Suprabond,0.0325,la economía del kit,gold_special,26911.18,"3 compras juntas, 4.1× más de lo esperable, confianza 20%","MLA842568397, MLA795278593","MLAU208228953, MLAU209376060",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,2,4.4,0.15,Adhesivo Epoxi Suprabond Erpox A + Superadhesivo Suprabond 2 Compon,"CR016000000000EXA105, CR016000000SPXSA25AE",24811.0,750.0,cargo fijo,False,0.0385,0.15,Suprabond,0.0385,la economía del kit,gold_special,23856.54,"2 compras juntas, 4.4× más de lo esperable, confianza 15%","MLA859727205, MLA1139075442","MLAU209419070, MLAU224912963",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209419070
se compran juntos,2,3,3.3,0.2,Burlete Autoadhesivo De Goma Esp + Burlete Autoadhesivo Suprabond D,"CR01600000000000SLTD X 3 UNIDADES, CR01600000000SLTE5BI",31565.0,750.0,cargo fijo,False,0.0293,0.15,Suprabond,0.0293,la economía del kit,gold_special,30641.63,"3 compras juntas, 3.3× más de lo esperable, confianza 20%","MLA795278593, MLA863200953","MLAU209376060, MLAU237320801",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209376060
se compran juntos,2,2,3.5,0.07,Nuevo Adhesivo Suprabond Erpox B + Adhesivo Suprabond Para Suela De,"CR0160000000000EXB80, CR016000000SBDTR100E",31959.0,750.0,cargo fijo,False,0.029,0.15,Suprabond,0.029,la economía del kit,gold_special,31031.31,"2 compras juntas, 3.5× más de lo esperable, confianza 7%","MLA859732690, MLA1146251151","MLAU209400230, MLAU1594526267",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400230
se compran juntos,2,2,3.2,0.08,Sellador Suprabond Baños Cocinas + Sellador Acrílico Pintable Supra,"CR0160000000GFXB280T, CR01600000GMXACR280B",30944.0,750.0,cargo fijo,False,0.0295,0.15,Suprabond,0.0295,la economía del kit,gold_special,30031.29,"2 compras juntas, 3.2× más de lo esperable, confianza 8%","MLA827116200, MLA826407146","MLAU209400002, MLAU232332180",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400002
se compran juntos,2,2,2.9,0.07,Adhesivo Suprabond Montajes En C + Masilla Suprabond Erpox Acero 10,"CR016000000000MTJ400, CR0160000MPXEXA10100",31807.27,750.0,cargo fijo,False,0.0285,0.15,Suprabond,0.0285,la economía del kit,gold_special,30899.18,"2 compras juntas, 2.9× más de lo esperable, confianza 7%","MLA872758443, MLA860460310","MLAU1593181050, MLAU208243095",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1593181050
se compran juntos,2,2,2.9,0.14,Burlete Suprabond Goma Espuma Do + Sellador Silicona Suprabond Neut,"CR01600000000000SLTD, CR0160000000GFXC280T",27934.51,750.0,cargo fijo,False,0.0318,0.15,Suprabond,0.0318,la economía del kit,gold_pro,27045.94,"2 compras juntas, 2.9× más de lo esperable, confianza 14%","MLA842568397, MLA1387670353","MLAU208228953, MLAU208160457",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,2,2,2.6,0.07,Sellador Acrílico Suprabond Made + Adhesivo Suprabond Para Suela De,"CR0160000000GMXM280N, CR016000000SBDTR100E",32303.0,750.0,cargo fijo,False,0.0286,0.15,Suprabond,0.0286,la economía del kit,gold_special,31378.02,"2 compras juntas, 2.6× más de lo esperable, confianza 7%","MLA830680804, MLA1146251151","MLAU208258443, MLAU1594526267",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208258443
