combo,componente,mult
CR016000DES8PHA1X100 + CR016000DES8RA55X125 + CR016000DES8PHA2X150 + CR016000DES8PHA2X100 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000DES8RA4X100 + CR016000000000CCTR5G,CR0160000DES8RA4X100,1
CR016000DES8PHA1X100 + CR016000DES8RA55X125 + CR016000DES8PHA2X150 + CR016000DES8PHA2X100 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000DES8RA4X100 + CR016000000000CCTR5G,CR016000000000CCTR5G,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA2X100,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA2X150,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR0160000000PZAP8PU6,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR0160000DES8RA4X100,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8RA55X125,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PU6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA1X100,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC13,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC14,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC11,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC12,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC15,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC18,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC19,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC16,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC17,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR0160000000LLV8VAC8,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR0160000000LLV8VAC9,1
CR016000000LLV8VAC13 + CR016000000LLV8VAC14 + CR016000000LLV8VAC11 + CR016000000LLV8VAC12 + CR016000000LLV8VAC15 + CR016000000LLV8VAC18 + CR016000000LLV8VAC19 + CR016000000LLV8VAC16 + CR016000000LLV8VAC17 + CR0160000000LLV8VAC8 + CR0160000000LLV8VAC9 + CR016000000LLV8VAC10,CR016000000LLV8VAC10,1
CR0160000000PZAP8PU7 + CR0160000000PZAP8AL7,CR0160000000PZAP8PU7,1
CR0160000000PZAP8PU7 + CR0160000000PZAP8AL7,CR0160000000PZAP8AL7,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA2X100,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA2X150,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR0160000000PZAP8PS6,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR0160000DES8RA4X100,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8RA55X125,1
CR016000DES8PHA2X100 + CR016000DES8PHA2X150 + CR0160000000PZAP8PS6 + CR0160000DES8RA4X100 + CR016000DES8RA55X125 + CR016000DES8PHA1X100,CR016000DES8PHA1X100,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000000GFXU110T,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR016000000SBDTR100E,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000DES8PL5X100,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR016000000MTS6PFV18,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000000ARNFL3GB,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000000PZAS6AL6,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000000PZAS6PU6,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR016000000CTAMCA5B5,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000000PZAS6AJ8,1
CR0160000000GFXU110T + CR016000000SBDTR100E + CR0160000DES8PL5X100 + CR016000000MTS6PFV18 + CR0160000000ARNFL3GB + CR0160000000PZAS6AL6 + CR0160000000PZAS6PU6 + CR016000000CTAMCA5B5 + CR0160000000PZAS6AJ8 + CR0160000DES8PH2X100,CR0160000DES8PH2X100,1
CR0160000000CPHX100F + CR01600000CHMF30UT14 x 2 unidades,CR0160000000CPHX100F,1
CR0160000000CPHX100F + CR01600000CHMF30UT14 x 2 unidades,CR01600000CHMF30UT14,2
CR01600000CHMF30UT14 + CR0160000000CPHX100L x 2 unidades,CR01600000CHMF30UT14,1
CR01600000CHMF30UT14 + CR0160000000CPHX100L x 2 unidades,CR0160000000CPHX100L,2
CR01600000DSAPCP1151 x 10 unidades,CR01600000DSAPCP1151,10
CR016000000000ESL100 x 4 unidades,CR016000000000ESL100,4
CR016000000MBNMAN10B + CR0160000MBNM100028B,CR016000000MBNMAN10B,1
CR016000000MBNMAN10B + CR0160000MBNM100028B,CR0160000MBNM100028B,1
CR01600000DSDS80115T + CR0160000000PZAS6PU6 + CR0160000000PZAS6AL6 + CR01600000CTAMCA5B75 + CR0160000000PZAS6PS6,CR01600000DSDS80115T,1
CR01600000DSDS80115T + CR0160000000PZAS6PU6 + CR0160000000PZAS6AL6 + CR01600000CTAMCA5B75 + CR0160000000PZAS6PS6,CR0160000000PZAS6PU6,1
CR01600000DSDS80115T + CR0160000000PZAS6PU6 + CR0160000000PZAS6AL6 + CR01600000CTAMCA5B75 + CR0160000000PZAS6PS6,CR0160000000PZAS6AL6,1
CR01600000DSDS80115T + CR0160000000PZAS6PU6 + CR0160000000PZAS6AL6 + CR01600000CTAMCA5B75 + CR0160000000PZAS6PS6,CR01600000CTAMCA5B75,1
CR01600000DSDS80115T + CR0160000000PZAS6PU6 + CR0160000000PZAS6AL6 + CR01600000CTAMCA5B75 + CR0160000000PZAS6PS6,CR0160000000PZAS6PS6,1
CR016000000CHMHXGL12 x 2 unidades + CR016000000SBDGL523D x 2 unidades,CR016000000CHMHXGL12,2
CR016000000CHMHXGL12 x 2 unidades + CR016000000SBDGL523D x 2 unidades,CR016000000SBDGL523D,2
CR0160000000000EAB8R x 5 unidades,CR0160000000000EAB8R,5
CR0160000000000EAB8T x 5 unidades,CR0160000000000EAB8T,5
CR01600000DSAPCP1151 x 5 unidades,CR01600000DSAPCP1151,5
CR0160000000000ECT50 x 5 unidades,CR0160000000000ECT50,5
CR0160000000000EAB8R x 10 unidades,CR0160000000000EAB8R,10
CR0160000000000EAB8T x 10 unidades,CR0160000000000EAB8T,10
CR0160000000000ECT50 x 10 unidades,CR0160000000000ECT50,10
CR01600000000SGCCBO6 x 30 unidades,CR01600000000SGCCBO6,30
CR01600000000SGCCBO6 x 60 unidades,CR01600000000SGCCBO6,60
CR01600000000SGCCBO6 x 120 unidades,CR01600000000SGCCBO6,120
CR0150000523322 + CR016000000000PINS73,CR0150000523322,1
CR0150000523322 + CR016000000000PINS73,CR016000000000PINS73,1
CR0160000000000PAH1B + CR0180010411100 + CR0180104133100,CR0160000000000PAH1B,1
CR0160000000000PAH1B + CR0180010411100 + CR0180104133100,CR0180010411100,1
CR0160000000000PAH1B + CR0180010411100 + CR0180104133100,CR0180104133100,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104133100,CR0160000000000PAH1B,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104133100,CR0180010412100,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104133100,CR0180104133100,1
CR0180106131202 + CR0180010612202 + CR0160000000000PAH1B,CR0180106131202,1
CR0180106131202 + CR0180010612202 + CR0160000000000PAH1B,CR0180010612202,1
CR0180106131202 + CR0180010612202 + CR0160000000000PAH1B,CR0160000000000PAH1B,1
CR0180104131100 + CR0180010411100 + CR0160000000000PAH1B,CR0180104131100,1
CR0180104131100 + CR0180010411100 + CR0160000000000PAH1B,CR0180010411100,1
CR0180104131100 + CR0180010411100 + CR0160000000000PAH1B,CR0160000000000PAH1B,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104131100,CR0160000000000PAH1B,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104131100,CR0180010412100,1
CR0160000000000PAH1B + CR0180010412100 + CR0180104131100,CR0180104131100,1
